slice_id,mae,mse,psnr,ssim,lpips
YG_2LEC0G5PJYWI_7_8_z090,0.05729430541396141,0.008754405193030834,20.577733984706363,0.6569574412587598,0.26839154958724976
YG_2LEC0G5PJYWI_7_8_z093,0.08840465545654297,0.016881020739674568,17.72601255996007,0.6260016204143148,0.30080246925354004
YG_2LEC0G5PJYWI_7_8_z096,0.05144230276346207,0.007845294661819935,21.053907783313406,0.6500873970061519,0.2818423807621002
YG_2LEC0G5PJYWI_7_8_z099,0.05936542898416519,0.010337069630622864,19.856025570403226,0.6041184421597956,0.32245856523513794
YG_2LEC0G5PJYWI_7_8_z102,0.04957139492034912,0.008718370459973812,20.595646991453584,0.6298459039014005,0.27142608165740967
YG_2LEC0G5PJYWI_7_8_z105,0.06334114074707031,0.0108434297144413,19.648333658864484,0.6328123336929025,0.30102255940437317
YG_2LEC0G5PJYWI_7_8_z108,0.048661042004823685,0.0081012649461627,20.914471676398506,0.6281368100411261,0.2810368835926056
YG_2LEC0G5PJYWI_7_8_z111,0.04093146324157715,0.006600288208574057,21.804371043616545,0.6819019872886318,0.24598915874958038
YG_2LEC0G5PJYWI_7_8_z114,0.09984763711690903,0.022626694291830063,16.453788875779615,0.29674779078612423,0.5713449120521545
YG_2LEC0G5PJYWI_7_8_z117,0.05669047683477402,0.00911890808492899,20.400571737136474,0.653934763889307,0.2822496294975281
YG_2LEC0G5PJYWI_7_8_z120,0.046597640961408615,0.0070197246968746185,21.536799129343585,0.6524924491498698,0.2862379252910614
YG_2LEC0G5PJYWI_7_8_z123,0.03607996553182602,0.0052983518689870834,22.758591579255327,0.7032890020329509,0.24042215943336487
YG_2LEC0G5PJYWI_7_8_z126,0.04572136700153351,0.007218682672828436,21.415420582919616,0.7066184524408078,0.2629689872264862
